;(mm) Hargreaves Potential Evapotranspiration (ERA5_AG) at CE_ID_0. 2019-08-01 to 2024-08-01
22-1-2022;5.5309
23-1-2022;5.3962
24-1-2022;5.8618
25-1-2022;6.5502
26-1-2022;4.4181
27-1-2022;4.4133
28-1-2022;5.182
29-1-2022;4.6291
30-1-2022;4.8651
31-1-2022;5.3156
1-2-2022;5.5653
2-2-2022;6.4692
3-2-2022;6.5719
4-2-2022;6.0882
5-2-2022;5.548
6-2-2022;5.4828
7-2-2022;5.8825
8-2-2022;6.1212
9-2-2022;6.6065
10-2-2022;5.9129
11-2-2022;6.1769
12-2-2022;6.3671
13-2-2022;6.4159
14-2-2022;6.6134
15-2-2022;5.2142
16-2-2022;6.0057
17-2-2022;6.5532
18-2-2022;5.3836
19-2-2022;5.4208
20-2-2022;6.3526
21-2-2022;6.3452
22-2-2022;5.5721
23-2-2022;5.9569
24-2-2022;6.0225
25-2-2022;5.7183
26-2-2022;5.4306
27-2-2022;5.6005
28-2-2022;5.7939
1-3-2022;5.4691
2-3-2022;5.4585
3-3-2022;5.5822
4-3-2022;5.916
5-3-2022;5.4616
6-3-2022;4.8646
7-3-2022;5.0579
8-3-2022;5.6496
9-3-2022;5.2082
10-3-2022;5.4677
11-3-2022;5.3532
12-3-2022;5.5424
13-3-2022;5.6168
14-3-2022;5.6025
15-3-2022;4.4709
16-3-2022;2.9892
17-3-2022;2.5744
18-3-2022;3.5857
19-3-2022;4.3869
20-3-2022;4.7291
21-3-2022;4.7763
22-3-2022;4.6301
23-3-2022;4.7704
24-3-2022;5.5061
25-3-2022;5.5788
26-3-2022;2.8766
27-3-2022;4.0163
28-3-2022;4.1785
29-3-2022;4.1581
30-3-2022;4.6348
31-3-2022;4.8613
1-4-2022;5.0017
2-4-2022;5.2199
3-4-2022;4.7456
4-4-2022;4.078
5-4-2022;4.5789
6-4-2022;4.7525
7-4-2022;4.6687
8-4-2022;3.3927
9-4-2022;3.037
10-4-2022;2.683
11-4-2022;3.1698
12-4-2022;4.2819
13-4-2022;4.6843
14-4-2022;4.4335
15-4-2022;4.7182
16-4-2022;3.2004
17-4-2022;2.001
18-4-2022;3.1264
19-4-2022;3.1541
20-4-2022;3.0667
21-4-2022;2.3776
22-4-2022;3.2498
23-4-2022;3.7376
24-4-2022;3.9325
25-4-2022;3.9052
26-4-2022;2.6699
27-4-2022;2.4909
28-4-2022;3.2598
29-4-2022;3.8367
30-4-2022;4.2764
1-5-2022;3.1395
2-5-2022;3.4554
3-5-2022;3.5852
4-5-2022;3.5053
5-5-2022;3.2552
6-5-2022;3.6685
7-5-2022;3.612
8-5-2022;3.7975
9-5-2022;3.5007
10-5-2022;3.1638
11-5-2022;3.5454
12-5-2022;3.6173
13-5-2022;3.5669
14-5-2022;3.6767
15-5-2022;3.1272
16-5-2022;2.5935
17-5-2022;2.4438
18-5-2022;2.5873
19-5-2022;2.8757
20-5-2022;3.1976
21-5-2022;2.6363
22-5-2022;2.5286
23-5-2022;2.9069
24-5-2022;3.1821
25-5-2022;3.4229
26-5-2022;3.5608
27-5-2022;2.8404
28-5-2022;2.7597
29-5-2022;3.1957
30-5-2022;3.3882
31-5-2022;2.342
1-6-2022;2.436
2-6-2022;2.6938
3-6-2022;2.6347
4-6-2022;2.6933
5-6-2022;2.9043
6-6-2022;2.3072
7-6-2022;2.6671
8-6-2022;2.8265
9-6-2022;2.692
10-6-2022;2.7295
11-6-2022;2.5479
12-6-2022;2.7119
13-6-2022;2.7884
14-6-2022;2.9671
15-6-2022;2.7253
16-6-2022;2.4339
17-6-2022;2.5033
18-6-2022;2.8835
19-6-2022;3.0892
20-6-2022;2.4966
21-6-2022;2.1111
22-6-2022;2.1755
23-6-2022;2.4436
24-6-2022;2.7914
25-6-2022;2.3303
26-6-2022;2.3389
27-6-2022;2.1789
28-6-2022;1.9137
29-6-2022;1.8762
30-6-2022;2.2808
1-7-2022;2.292
2-7-2022;2.5708
3-7-2022;2.7377
4-7-2022;2.8941
5-7-2022;2.8326
6-7-2022;2.9325
7-7-2022;2.8743
8-7-2022;2.8487
9-7-2022;2.5808
10-7-2022;2.8135
11-7-2022;3.0071
12-7-2022;2.9574
13-7-2022;2.7167
14-7-2022;3.097
15-7-2022;2.6625
16-7-2022;2.6154
17-7-2022;2.5865
18-7-2022;2.7836
19-7-2022;2.8243
20-7-2022;1.9807
21-7-2022;2.4984
22-7-2022;2.8636
23-7-2022;2.9289
24-7-2022;3.4037
25-7-2022;2.2207
26-7-2022;2.914
27-7-2022;3.2456
28-7-2022;3.1427
29-7-2022;3.068
30-7-2022;3.4251
31-7-2022;3.7864
1-8-2022;2.3288
2-8-2022;2.1396
3-8-2022;2.8916
4-8-2022;3.4926
5-8-2022;3.9465
6-8-2022;3.9794
7-8-2022;4.0155
8-8-2022;4.2607
9-8-2022;3.7303
10-8-2022;3.6251
11-8-2022;3.8775
12-8-2022;3.935
13-8-2022;4.4331
14-8-2022;4.0351
15-8-2022;3.5608
16-8-2022;3.3997
17-8-2022;4.3583
18-8-2022;4.8719
19-8-2022;3.2383
20-8-2022;3.8888
21-8-2022;2.7409
22-8-2022;3.528
23-8-2022;3.6308
24-8-2022;3.6375
25-8-2022;4.0432
26-8-2022;4.4626
27-8-2022;4.6288
28-8-2022;4.7204
29-8-2022;4.8077
30-8-2022;3.3301
31-8-2022;3.2973
1-9-2022;3.6797
2-9-2022;4.188
3-9-2022;4.7857
4-9-2022;4.9834
5-9-2022;5.2771
6-9-2022;4.6359
7-9-2022;3.5707
8-9-2022;4.537
9-9-2022;5.2247
10-9-2022;5.5109
11-9-2022;5.611
12-9-2022;5.5113
13-9-2022;3.7824
14-9-2022;3.0918
15-9-2022;4.8681
16-9-2022;5.541
17-9-2022;5.5375
18-9-2022;5.9447
19-9-2022;6.3225
20-9-2022;4.8596
21-9-2022;3.3577
22-9-2022;4.2335
23-9-2022;5.7276
24-9-2022;5.2879
25-9-2022;5.5165
26-9-2022;6.1395
27-9-2022;5.8596
28-9-2022;4.9125
29-9-2022;4.7944
30-9-2022;5.7321
1-10-2022;5.8842
2-10-2022;5.9622
3-10-2022;6.646
4-10-2022;7.1496
5-10-2022;5.6946
6-10-2022;6.3796
7-10-2022;6.5633
8-10-2022;5.435
9-10-2022;6.7631
10-10-2022;6.2661
11-10-2022;5.5502
12-10-2022;6.488
13-10-2022;6.5196
14-10-2022;6.5509
15-10-2022;5.8769
16-10-2022;5.2014
17-10-2022;4.8658
18-10-2022;5.8238
19-10-2022;5.2458
20-10-2022;5.813
21-10-2022;6.1559
22-10-2022;6.1634
23-10-2022;4.979
24-10-2022;5.8737
25-10-2022;6.6537
26-10-2022;6.9732
27-10-2022;5.2447
28-10-2022;6.3214
29-10-2022;4.7595
30-10-2022;6.1552
31-10-2022;6.1438
1-11-2022;3.6416
2-11-2022;3.4288
3-11-2022;4.698
4-11-2022;6.55
5-11-2022;6.4808
6-11-2022;6.3509
7-11-2022;5.6103
8-11-2022;4.9732
9-11-2022;6.1927
10-11-2022;5.9943
11-11-2022;4.7763
12-11-2022;5.1616
13-11-2022;5.0995
14-11-2022;4.544
15-11-2022;5.2427
16-11-2022;6.5457
17-11-2022;7.1425
18-11-2022;7.2282
19-11-2022;7.3102
20-11-2022;5.9759
21-11-2022;6.0249
22-11-2022;5.6034
23-11-2022;6.4317
24-11-2022;6.7942
25-11-2022;6.881
26-11-2022;5.6942
27-11-2022;3.4432
28-11-2022;4.6785
29-11-2022;5.1232
30-11-2022;5.1885
1-12-2022;6.2443
2-12-2022;6.4452
3-12-2022;7.0537
4-12-2022;6.3786
5-12-2022;6.9872
6-12-2022;6.1921
7-12-2022;5.3731
8-12-2022;5.7811
9-12-2022;5.5476
10-12-2022;5.3071
11-12-2022;5.8338
12-12-2022;5.8107
13-12-2022;5.4292
14-12-2022;5.9235
15-12-2022;6.4584
16-12-2022;5.5845
17-12-2022;5.144
18-12-2022;5.5029
19-12-2022;4.9504
20-12-2022;6.2217
21-12-2022;4.5928
22-12-2022;5.0741
23-12-2022;6.4988
24-12-2022;7.1817
25-12-2022;7.711
26-12-2022;6.8626
27-12-2022;6.52
1-1-2023;4.7739
2-1-2023;5.8138
3-1-2023;6.3659
4-1-2023;6.6666
5-1-2023;5.1312
6-1-2023;5.7167
7-1-2023;4.0569
8-1-2023;4.5308
9-1-2023;6.1811
10-1-2023;6.6514
11-1-2023;7.1466
12-1-2023;6.6606
13-1-2023;5.8994
14-1-2023;5.697
15-1-2023;6.2528
16-1-2023;6.4496
17-1-2023;5.5636
18-1-2023;6.0807
19-1-2023;6.4908
20-1-2023;6.7252
21-1-2023;6.7345
22-1-2023;6.2813
23-1-2023;5.741
24-1-2023;5.752
25-1-2023;6.4244
26-1-2023;6.3412
27-1-2023;6.5145
28-1-2023;7.0875
29-1-2023;6.9047
30-1-2023;4.942
31-1-2023;5.6064
1-2-2023;5.8815
2-2-2023;4.9228
3-2-2023;5.5509
4-2-2023;4.3339
5-2-2023;5.5032
6-2-2023;5.8462
7-2-2023;5.5832
8-2-2023;5.4624
9-2-2023;4.988
10-2-2023;4.8322
11-2-2023;4.3352
12-2-2023;4.83
13-2-2023;4.4751
14-2-2023;4.2927
15-2-2023;4.3772
16-2-2023;4.5226
17-2-2023;4.3445
18-2-2023;3.8145
19-2-2023;3.3554
20-2-2023;4.9733
21-2-2023;5.8983
22-2-2023;4.2415
23-2-2023;4.717
24-2-2023;5.467
25-2-2023;5.8516
26-2-2023;5.1921
27-2-2023;4.6533
28-2-2023;4.7623
1-3-2023;5.8676
2-3-2023;5.0541
3-3-2023;4.9584
4-3-2023;5.2331
5-3-2023;5.5231
6-3-2023;5.8055
7-3-2023;4.2808
8-3-2023;4.9738
9-3-2023;6.1287
10-3-2023;5.101
11-3-2023;5.2738
12-3-2023;5.4215
13-3-2023;4.7357
14-3-2023;4.8695
15-3-2023;4.9337
16-3-2023;5.0358
17-3-2023;5.2492
18-3-2023;5.6764
19-3-2023;6.1777
20-3-2023;5.5612
21-3-2023;5.2599
22-3-2023;4.9918
23-3-2023;4.4909
24-3-2023;4.2948
25-3-2023;4.1745
26-3-2023;4.9632
27-3-2023;3.5184
28-3-2023;2.9616
29-3-2023;5.0867
30-3-2023;5.1574
31-3-2023;4.451
1-4-2023;4.5548
2-4-2023;4.5141
3-4-2023;4.7228
4-4-2023;4.8381
5-4-2023;3.2857
6-4-2023;4.0764
7-4-2023;4.8316
8-4-2023;5.2184
9-4-2023;4.937
10-4-2023;4.6078
11-4-2023;4.3339
12-4-2023;3.5557
13-4-2023;4.6403
14-4-2023;5.1798
15-4-2023;3.0603
16-4-2023;3.2228
17-4-2023;3.9011
18-4-2023;4.2631
19-4-2023;4.1896
20-4-2023;4.2157
21-4-2023;4.5966
22-4-2023;4.2918
23-4-2023;4.808
24-4-2023;4.0841
25-4-2023;4.4093
26-4-2023;3.9356
27-4-2023;4.0655
28-4-2023;4.3325
29-4-2023;3.9233
30-4-2023;3.9076
1-5-2023;3.2267
2-5-2023;3.9285
3-5-2023;3.8813
4-5-2023;3.536
5-5-2023;3.9417
6-5-2023;3.764
7-5-2023;3.9754
8-5-2023;3.1623
9-5-2023;2.7356
10-5-2023;3.0243
11-5-2023;3.45
12-5-2023;3.778
13-5-2023;3.6224
14-5-2023;3.2999
15-5-2023;3.1905
16-5-2023;2.1973
17-5-2023;3.2639
18-5-2023;3.2396
19-5-2023;3.6204
20-5-2023;2.7681
21-5-2023;3.1849
22-5-2023;3.4598
23-5-2023;2.3718
24-5-2023;3.2745
25-5-2023;3.322
26-5-2023;3.4492
27-5-2023;2.4057
28-5-2023;2.5809
29-5-2023;3.0289
30-5-2023;2.893
31-5-2023;2.8007
1-6-2023;3.0255
2-6-2023;3.3497
3-6-2023;3.6237
4-6-2023;3.7083
5-6-2023;3.4478
6-6-2023;2.4991
7-6-2023;2.7618
8-6-2023;3.4673
9-6-2023;3.307
10-6-2023;3.1744
11-6-2023;2.6753
12-6-2023;3.4226
13-6-2023;2.589
14-6-2023;2.932
15-6-2023;3.1566
16-6-2023;3.097
17-6-2023;2.6857
18-6-2023;3.1639
19-6-2023;3.2992
20-6-2023;3.179
21-6-2023;2.6787
22-6-2023;2.9198
23-6-2023;2.1639
24-6-2023;2.7584
25-6-2023;3.0092
26-6-2023;2.8861
27-6-2023;2.8862
28-6-2023;2.7211
29-6-2023;2.6599
30-6-2023;2.9008
1-7-2023;2.7995
2-7-2023;2.7765
3-7-2023;2.5825
4-7-2023;2.6819
5-7-2023;3.0532
6-7-2023;2.4892
7-7-2023;2.7279
8-7-2023;2.9505
9-7-2023;3.2372
10-7-2023;2.2565
11-7-2023;2.5093
12-7-2023;2.3411
13-7-2023;2.4374
14-7-2023;2.4917
15-7-2023;2.5163
16-7-2023;3.0018
17-7-2023;3.2881
18-7-2023;3.0216
19-7-2023;3.2598
20-7-2023;2.5096
21-7-2023;1.4519
22-7-2023;2.1364
23-7-2023;3.3429
24-7-2023;3.7954
25-7-2023;2.1236
26-7-2023;2.2504
27-7-2023;3.3025
28-7-2023;3.6132
29-7-2023;3.8081
30-7-2023;2.646
31-7-2023;3.0374
1-8-2023;3.3152
2-8-2023;2.3921
3-8-2023;2.3749
4-8-2023;2.7669
5-8-2023;2.7003
6-8-2023;2.9704
7-8-2023;3.5819
8-8-2023;3.4852
9-8-2023;3.3519
10-8-2023;2.5059
11-8-2023;3.0913
12-8-2023;3.5986
13-8-2023;3.9549
14-8-2023;4.3487
15-8-2023;4.6346
16-8-2023;3.0118
17-8-2023;3.8515
18-8-2023;4.5824
19-8-2023;4.0919
20-8-2023;4.5855
21-8-2023;4.8777
22-8-2023;5.1424
23-8-2023;5.1568
24-8-2023;3.9061
25-8-2023;4.4993
26-8-2023;4.5809
27-8-2023;3.21
28-8-2023;2.8896
29-8-2023;3.3546
30-8-2023;3.5464
31-8-2023;4.1831
1-9-2023;5.012
2-9-2023;5.1262
3-9-2023;5.0355
4-9-2023;5.1307
5-9-2023;4.8346
6-9-2023;4.9474
7-9-2023;4.6583
8-9-2023;5.01
9-9-2023;5.0285
10-9-2023;5.4793
11-9-2023;6.2315
12-9-2023;3.8089
13-9-2023;2.8854
14-9-2023;4.145
15-9-2023;5.7996
16-9-2023;6.2877
17-9-2023;5.2123
18-9-2023;3.4271
19-9-2023;5.4789
20-9-2023;5.7245
21-9-2023;5.4228
22-9-2023;6.0505
23-9-2023;5.8714
24-9-2023;5.9171
25-9-2023;5.6475
26-9-2023;5.4935
27-9-2023;3.3383
28-9-2023;3.4616
29-9-2023;4.2832
30-9-2023;6.4458
1-10-2023;6.9582
2-10-2023;4.19
3-10-2023;5.3471
4-10-2023;6.5223
5-10-2023;6.4073
6-10-2023;6.6466
7-10-2023;6.7098
8-10-2023;6.9224
9-10-2023;3.9204
10-10-2023;5.6638
11-10-2023;6.0166
12-10-2023;6.8975
13-10-2023;6.7862
14-10-2023;5.9006
15-10-2023;3.7322
16-10-2023;3.8085
17-10-2023;4.6351
18-10-2023;5.3886
19-10-2023;5.8896
20-10-2023;5.7951
21-10-2023;7.1876
22-10-2023;7.7077
23-10-2023;5.3718
24-10-2023;7.5325
25-10-2023;6.221
26-10-2023;6.1357
27-10-2023;7.3629
28-10-2023;7.2303
29-10-2023;5.6239
30-10-2023;3.4323
31-10-2023;3.0353
1-11-2023;3.1015
2-11-2023;4.7513
3-11-2023;5.7468
4-11-2023;6.1349
5-11-2023;6.538
6-11-2023;7.2019
7-11-2023;5.3065
8-11-2023;4.8677
9-11-2023;6.6199
10-11-2023;5.6853
11-11-2023;7.1478
12-11-2023;7.8467
13-11-2023;5.9698
14-11-2023;3.9051
15-11-2023;5.0386
16-11-2023;6.7311
17-11-2023;7.1818
18-11-2023;7.0519
19-11-2023;6.9885
20-11-2023;7.1985
21-11-2023;6.919
22-11-2023;6.7977
23-11-2023;7.0852
24-11-2023;7.3035
25-11-2023;7.4444
26-11-2023;7.0628
27-11-2023;7.1218
28-11-2023;7.2406
29-11-2023;7.8353
30-11-2023;4.8995
1-12-2023;6.5174
2-12-2023;7.2659
3-12-2023;7.0436
4-12-2023;7.4821
5-12-2023;7.7678
6-12-2023;6.3007
7-12-2023;6.307
8-12-2023;7.3108
9-12-2023;7.6109
10-12-2023;5.4669
11-12-2023;4.0728
12-12-2023;6.3972
13-12-2023;5.0491
14-12-2023;5.6383
15-12-2023;5.4931
16-12-2023;4.2082
17-12-2023;4.545
18-12-2023;5.8173
19-12-2023;5.9411
20-12-2023;6.0924
21-12-2023;7.4931
22-12-2023;6.4468
23-12-2023;7.4684
24-12-2023;7.4836
25-12-2023;6.765
26-12-2023;3.8455
27-12-2023;3.3895
28-12-2023;4.2767
29-12-2023;2.8843
30-12-2023;5.0612
31-12-2023;5.8407
1-1-2024;6.4368
2-1-2024;4.9955
3-1-2024;4.8078
4-1-2024;5.9967
5-1-2024;5.05
6-1-2024;6.448
7-1-2024;6.7012
8-1-2024;6.5177
9-1-2024;6.1731
10-1-2024;6.4734
11-1-2024;6.7634
12-1-2024;5.799
13-1-2024;6.1847
14-1-2024;5.7409
15-1-2024;5.8608
16-1-2024;6.2954
17-1-2024;5.6266
18-1-2024;4.0022
19-1-2024;3.5909
20-1-2024;5.4409
21-1-2024;5.6691
22-1-2024;6.6503
23-1-2024;5.2465
24-1-2024;5.4254
25-1-2024;4.8858
26-1-2024;6.2367
27-1-2024;6.0524
28-1-2024;5.7555
29-1-2024;6.4238
30-1-2024;6.2044
31-1-2024;5.5046
1-2-2024;5.4627
2-2-2024;5.1721
3-2-2024;6.0508
4-2-2024;6.4996
5-2-2024;6.5215
6-2-2024;6.2813
7-2-2024;7.2624
8-2-2024;6.8881
9-2-2024;5.9571
10-2-2024;6.0832
11-2-2024;4.9655
12-2-2024;5.9071
13-2-2024;6.3522
14-2-2024;6.0939
15-2-2024;6.3457
16-2-2024;7.2739
17-2-2024;6.795
18-2-2024;5.8
19-2-2024;5.8096
20-2-2024;5.4475
21-2-2024;6.1935
22-2-2024;6.1806
23-2-2024;6.1938
24-2-2024;6.5268
25-2-2024;6.6359
26-2-2024;6.001
27-2-2024;3.9
28-2-2024;4.2892
29-2-2024;4.9862
1-3-2024;5.2866
2-3-2024;5.8657
3-3-2024;5.8363
4-3-2024;6.1505
5-3-2024;6.7547
6-3-2024;6.1557
7-3-2024;5.5841
8-3-2024;5.9363
9-3-2024;5.1936
10-3-2024;5.4864
11-3-2024;5.584
12-3-2024;5.3969
13-3-2024;6.7327
14-3-2024;0
15-3-2024;0
16-3-2024;0
17-3-2024;5.45
18-3-2024;4.0992
19-3-2024;5.4287
20-3-2024;5.6502
21-3-2024;4.6154
22-3-2024;4.8258
23-3-2024;4.1754
24-3-2024;4.3768
25-3-2024;4.1329
26-3-2024;3.8944
27-3-2024;3.9852
28-3-2024;4.798
29-3-2024;4.6996
30-3-2024;3.5825
31-3-2024;4.0077
1-4-2024;3.9769
2-4-2024;4.6217
3-4-2024;4.2544
4-4-2024;3.8472
5-4-2024;4.0053
6-4-2024;3.767
7-4-2024;3.1614
8-4-2024;2.2946
9-4-2024;4.2238
10-4-2024;4.2159
11-4-2024;3.6705
12-4-2024;2.9487
13-4-2024;3.5493
14-4-2024;4.0893
15-4-2024;3.9294
16-4-2024;3.4197
17-4-2024;3.789
18-4-2024;4.0335
19-4-2024;4.2605
20-4-2024;4.2535
21-4-2024;4.4878
22-4-2024;4.5744
23-4-2024;4.7591
24-4-2024;4.1246
25-4-2024;4.541
26-4-2024;3.3628
27-4-2024;3.0091
28-4-2024;3.2163
29-4-2024;3.4037
30-4-2024;3.9072
1-5-2024;4.3643
2-5-2024;4.3062
3-5-2024;3.7946
4-5-2024;3.2938
5-5-2024;3.6646
6-5-2024;4.0145
7-5-2024;3.8264
8-5-2024;3.8116
9-5-2024;3.4767
10-5-2024;3.5963
11-5-2024;4.0938
12-5-2024;3.3027
13-5-2024;3.0431
14-5-2024;2.1792
15-5-2024;3.0349
16-5-2024;3.217
17-5-2024;3.5631
18-5-2024;3.4491
19-5-2024;3.0281
20-5-2024;3.2329
21-5-2024;3.1526
22-5-2024;2.787
23-5-2024;2.8614
24-5-2024;3.243
25-5-2024;2.911
26-5-2024;3.148
27-5-2024;3.3087
28-5-2024;2.7952
29-5-2024;2.8926
30-5-2024;2.9449
31-5-2024;3.2041
1-6-2024;3.1685
2-6-2024;3.3283
3-6-2024;2.832
4-6-2024;2.595
5-6-2024;3.1033
6-6-2024;3.7634
7-6-2024;2.6802
8-6-2024;2.5239
9-6-2024;2.3321
10-6-2024;2.3932
11-6-2024;2.5128
12-6-2024;2.6498
13-6-2024;3.1004
14-6-2024;2.727
15-6-2024;2.6847
16-6-2024;2.548
17-6-2024;2.5643
18-6-2024;2.8608
19-6-2024;3.1062
20-6-2024;2.96
21-6-2024;2.4566
22-6-2024;2.6789
23-6-2024;2.4839
24-6-2024;2.3319
25-6-2024;2.3592
26-6-2024;2.3592
27-6-2024;2.2337
28-6-2024;2.0226
29-6-2024;2.5477
30-6-2024;2.8725
1-7-2024;3.0017
2-7-2024;2.8153
3-7-2024;3.0957
4-7-2024;3.2564
5-7-2024;3.0853
6-7-2024;3.004
7-7-2024;3.3092
8-7-2024;2.5735
9-7-2024;2.763
10-7-2024;3.1967
11-7-2024;3.562
12-7-2024;3.6154
13-7-2024;3.6793
14-7-2024;3.7379
15-7-2024;3.4276
16-7-2024;3.1503
17-7-2024;3.4061
18-7-2024;3.5334
19-7-2024;3.7946
20-7-2024;3.67
21-7-2024;3.4994
22-7-2024;3.3233
23-7-2024;3.6244
24-7-2024;3.9299
25-7-2024;3.3239
26-7-2024;3.2272
27-7-2024;3.7405
28-7-2024;3.472
29-7-2024;3.4945
30-7-2024;3.3911
31-7-2024;3.2387
1-8-2024;2.7598
